,movie_id,department,id,job,name
0,16420,Writing,6210.0,Writer,William Shakespeare
1,16420,Directing,56710.0,Director,Oliver Parker
2,16420,Writing,56710.0,Adaptation,Oliver Parker
3,31174,Directing,33315.0,Director,Richard Loncraine
4,31174,Writing,6210.0,Theatre Play,William Shakespeare
5,31174,Writing,1327.0,Writer,Ian McKellen
6,31174,Writing,33315.0,Writer,Richard Loncraine
7,48750,Directing,16862.0,Director,Claude Lelouch
8,48750,Writing,37127.0,Writer,Victor Hugo
9,48750,Writing,16862.0,Writer,Claude Lelouch
10,46785,Writing,119294.0,Writer,Abbas Kiarostami
11,46785,Directing,120229.0,Director,Jafar Panahi
12,188588,Directing,117075.0,Director,Henry Jaglom
13,47475,Directing,14692.0,Director,Nick Castle
14,55475,Directing,114997.0,Director,Ángel Muñiz
15,55475,Writing,114997.0,Writer,Ángel Muñiz
16,20649,Directing,5281.0,Director,Spike Lee
17,20649,Writing,5281.0,Screenplay,Spike Lee
18,20649,Writing,2989.0,Screenplay,Richard Price
19,52856,Writing,2163.0,Screenplay,Richard LaGravenese
20,52856,Directing,3092.0,Director,Diane Keaton
21,65796,Directing,1723.0,Director,Walter Hill
22,65796,Writing,1723.0,Screenplay,Walter Hill
23,20156,Directing,56205.0,Director,Atom Egoyan
24,20156,Writing,56205.0,Writer,Atom Egoyan
25,27985,Directing,148119.0,Director,Phillip Borsos
26,27985,Writing,148119.0,Writer,Phillip Borsos
27,43475,Directing,129534.0,Director,Art Clokey
28,14819,Directing,32593.0,Director,Steven Brill
29,14819,Writing,32593.0,Author,Steven Brill
30,14819,Writing,41039.0,Author,Judd Apatow
31,32631,Directing,1203.0,Director,J. F. Lawton
32,32631,Writing,1203.0,Writer,J. F. Lawton
33,17402,Directing,5065.0,Director,David Frankel
34,17402,Writing,5065.0,Writer,David Frankel
35,38722,Directing,16395.0,Director,Gregory Nava
36,38722,Writing,16395.0,Writer,Gregory Nava
37,38722,Production,1776.0,Executive Producer,Francis Ford Coppola
38,41478,Directing,16214.0,Director,Mario Van Peebles
39,41478,Writing,135650.0,Writer,Melvin Van Peebles
40,41478,Production,380.0,Producer,Robert De Niro
41,161495,Directing,12804.0,Director,Peter Yates
42,28033,Directing,1524.0,Director,Harold Ramis
43,28033,Writing,65348.0,Screenplay,Al Franken
44,28033,Writing,65348.0,Novel,Al Franken
45,28033,Production,4952.0,Casting,Nancy Foy
46,1587,Directing,5306.0,Director,Lasse Hallström
47,1587,Writing,3290.0,Novel,Peter Hedges
48,1587,Writing,3290.0,Screenplay,Peter Hedges
49,48992,Directing,81727.0,Director,Darnell Martin
50,48992,Writing,81727.0,Writer,Darnell Martin
51,15128,Writing,1224549.0,Screenplay,Robert King
52,15128,Directing,33485.0,Director,Ron Underwood
53,15128,Production,16938.0,Producer,Renny Harlin
54,26352,Directing,35689.0,Director,Keenen Ivory Wayans
55,26352,Writing,35689.0,Writer,Keenen Ivory Wayans
56,32502,Directing,486.0,Director,Wallace Wolodarsky
57,203119,Directing,4040.0,Director,Robert Wuhl
58,203119,Writing,4040.0,Screenplay,Robert Wuhl
59,171857,Directing,77076.0,Director,Michael Corrente
60,38129,Directing,15106.0,Director,Thomas Schlamme
61,38129,Writing,78029.0,Writer,Martin Lawrence
62,16771,Directing,78188.0,Director,Whit Stillman
63,16771,Writing,78188.0,Screenplay,Whit Stillman
64,26203,Writing,11898.0,Screenplay,Dana Stevens
65,26203,Directing,10781.0,Director,Michael Apted
66,24257,Directing,86.0,Director,Bruce Brown
67,20239,Directing,141825.0,Director,Rusty Cundieff
68,20239,Writing,141825.0,Writer,Rusty Cundieff
69,18551,Directing,10967.0,Director,Steve Kloves
70,18551,Writing,10967.0,Writer,Steve Kloves
71,11934,Camera,151.0,Director of Photography,Roger Deakins
72,11934,Writing,1223.0,Screenplay,Joel Coen
73,11934,Directing,1223.0,Director,Joel Coen
74,11934,Writing,1224.0,Screenplay,Ethan Coen
75,11934,Production,1224.0,Producer,Ethan Coen
76,11934,Sound,1225.0,Music,Carter Burwell
77,11934,Production,2236.0,Executive Producer,Tim Bevan
78,11934,Production,2238.0,Executive Producer,Eric Fellner
79,11934,Writing,7623.0,Screenplay,Sam Raimi
80,11934,Editing,17399.0,Editor,Thom Noble
81,59930,Directing,230059.0,Director,Matty Rich
82,31643,Directing,8246.0,Director,Barry Levinson
83,31643,Writing,8246.0,Writer,Barry Levinson
84,31643,Production,5162.0,Producer,Mark Johnson
85,31643,Production,8246.0,Producer,Barry Levinson
86,41588,Directing,16939.0,Director,Michael Tolkin
87,41588,Writing,16939.0,Writer,Michael Tolkin
88,20967,Directing,78012.0,Director,François Girard
89,20967,Writing,78012.0,Writer,François Girard
90,20967,Writing,20173.0,Writer,Don McKellar
91,14587,Directing,6220.0,Director,Gurinder Chadha
92,14587,Writing,6220.0,Writer,Gurinder Chadha
93,14587,Writing,6975.0,Writer,Meera Syal
94,47507,Directing,2406.0,Director,Mathieu Kassovitz
95,25403,Directing,69488.0,Director,Nanni Moretti
96,25403,Writing,69488.0,Writer,Nanni Moretti
97,124304,Writing,1066960.0,Screenplay,María Luisa Bemberg
98,124304,Directing,1066960.0,Director,María Luisa Bemberg
99,278978,Directing,14614.0,Director,Joseph Vilsmaier
100,47502,Directing,47773.0,Director,Paul Mazursky
101,47502,Writing,9046.0,Screenplay,Chazz Palminteri
102,47502,Writing,9046.0,Theatre Play,Chazz Palminteri
103,47502,Crew,8217.0,Cinematography,Conrad L. Hall
104,47502,Production,380.0,Producer,Robert De Niro
105,27768,Writing,879.0,Author,Billy Bob Thornton
106,27768,Directing,37852.0,Director,George Hickenlooper
107,88030,Directing,54767.0,Director,Mika Kaurismäki
108,185191,Directing,19069.0,Director,Claude Chabrol
109,33245,Directing,8876.0,Director,Randal Kleiser
110,47119,Directing,16988.0,Director,Maurice Pialat
111,47119,Writing,16988.0,Scenario Writer,Maurice Pialat
112,47119,Writing,49067.0,Scenario Writer,Sylvie Pialat
113,22621,Directing,366.0,Director,James Mangold
114,22621,Writing,366.0,Writer,James Mangold
115,124633,Directing,1009298.0,Director,Goran Paskaljević
116,124633,Writing,15255.0,Writer,Gordan Mihić
117,123763,Directing,1066960.0,Director,María Luisa Bemberg
118,42005,Directing,544331.0,Director,Gazdag Gyula
119,69895,Directing,225140.0,Director,Maurizio Nichetti
120,282919,Directing,6258.0,Director,Peter Weck
121,124614,Directing,81749.0,Director,Manoel de Oliveira
122,100914,Directing,1112331.0,Director,Zheng Jun-Li
123,114089,Directing,118513.0,Director,Karim Dridi
124,114089,Writing,118513.0,Writer,Karim Dridi
125,124851,Directing,17046.0,Director,Gary Winick
126,20318,Directing,33054.0,Director,Keith Gordon
127,20318,Writing,74159.0,Writer,Robert B. Weide
128,20318,Writing,1384517.0,Novel,Kurt Vonnegut Jr.
129,39448,Directing,35452.0,Director,Corey Yuen Kwai
130,39448,Production,62410.0,Producer,Sammo Hung
131,39448,Crew,35452.0,Martial Arts Choreographer,Corey Yuen Kwai
132,39448,Crew,83556.0,Martial Arts Choreographer,Mang Hoi
133,39448,Writing,62412.0,Writer,Barry Wong
134,52855,Directing,16730.0,Director,Darrell James Roodt
135,52855,Writing,19687.0,Writer,Greg Latter
136,52855,Writing,16730.0,Writer,Darrell James Roodt
137,24795,Directing,56506.0,Director,William Dear
138,47199,Writing,8327.0,Novel,Joseph Conrad
139,47199,Directing,12952.0,Director,Christopher Hampton
140,47199,Writing,12952.0,Writer,Christopher Hampton
141,49471,Directing,5281.0,Director,Spike Lee
142,49471,Writing,71943.0,Writer,Reggie Rock Bythewood
143,56830,Directing,324.0,Director,Scott Silver
144,56830,Writing,324.0,Writer,Scott Silver
145,15764,Directing,6349.0,Director,Alan J. Pakula
146,15764,Writing,6349.0,Screenplay,Alan J. Pakula
147,200383,Directing,22558.0,Director,Nils Gaup
148,104931,Writing,3776.0,Writer,Jean-Luc Godard
149,104931,Directing,3776.0,Director,Jean-Luc Godard
150,218713,Directing,82389.0,Director,Norman Z. McLeod
151,217802,Directing,89914.0,Director,Elliott Nugent
152,64567,Directing,21175.0,Director,Michel Blanc
153,54405,Directing,36804.0,Director,Peter Chelsom
154,13446,Writing,8966.0,Screenplay,Bruce Robinson
155,13446,Directing,8966.0,Director,Bruce Robinson
156,66034,Directing,34721.0,Director,Larry Bishop
157,55687,Directing,63937.0,Director,Albert Pyun
158,55687,Writing,63937.0,Writer,Albert Pyun
159,58102,Directing,2589.0,Director,Terry George
160,58102,Writing,2589.0,Writer,Terry George
161,58102,Writing,53334.0,Writer,Jim Sheridan
162,2892,Directing,28741.0,Director,Michael Rymer
163,2892,Writing,28741.0,Screenplay,Michael Rymer
164,40506,Directing,34651.0,Director,Peter Baldwin
165,26306,Costume & Make-Up,15017.0,Makeup Designer,Bill Corso
166,26306,Directing,122449.0,Director,Steve James
167,26306,Writing,122449.0,Writer,Steve James
168,16448,Directing,13524.0,Director,Christopher Guest
169,16448,Writing,26510.0,Writer,Eugene Levy
170,16448,Writing,13524.0,Writer,Christopher Guest
171,28059,Directing,564.0,Director,Richard Linklater
172,28059,Writing,10866.0,Theatre Play,Eric Bogosian
173,28059,Writing,10866.0,Screenplay,Eric Bogosian
174,61563,Writing,1035.0,Screenplay,Paul Schrader
175,61563,Directing,1035.0,Director,Paul Schrader
176,61563,Writing,2235.0,Novel,Elmore Leonard
177,88423,Directing,112674.0,Director,Rolf de Heer
178,50512,Writing,20875.0,Writer,Leo Tolstoy
179,50512,Directing,57851.0,Director,Bernard Rose
180,60082,Directing,141825.0,Director,Rusty Cundieff
181,59232,Directing,2880.0,Director,Emilio Estevez
182,37567,Directing,68185.0,Director,Eric Schaeffer
183,37567,Writing,68185.0,Writer,Eric Schaeffer
184,124834,Directing,41040.0,Director,Tony Gatlif
185,111367,Writing,3776.0,Writer,Jean-Luc Godard
186,111367,Directing,3776.0,Director,Jean-Luc Godard
187,29461,Directing,66121.0,Director,"George Tillman, Jr."
188,29461,Writing,66121.0,Writer,"George Tillman, Jr."
189,33344,Directing,54050.0,Director,Mark Waters
190,33344,Writing,54050.0,Writer,Mark Waters
191,62422,Directing,4429.0,Director,Jim Jarmusch
192,125052,Directing,66800.0,Director,Morgan J. Freeman
193,125052,Writing,66800.0,Writer,Morgan J. Freeman
194,32332,Directing,59874.0,Director,Robert Downey Sr.
195,32332,Writing,59874.0,Writer,Robert Downey Sr.
196,31535,Directing,88077.0,Director,Alex Zamm
197,45609,Directing,1978.0,Director,Iain Softley
198,45609,Costume & Make-Up,9027.0,Costume Design,Sandy Powell
199,45609,Writing,56960.0,Screenplay,Hossein Amini
200,45565,Directing,3192.0,Director,Billy Hopkins
201,25994,Directing,4566.0,Director,Alan Rickman
202,43911,Directing,18694.0,Director,Bret Michaels
203,44361,Directing,107762.0,Director,Alexander Sokurov
204,36943,Writing,42113.0,Screenplay,Zalman King
205,36943,Directing,42113.0,Director,Zalman King
206,36943,Writing,154520.0,Screenplay,Matt George
207,44308,Directing,52358.0,Director,Boaz Yakin
208,44308,Writing,52358.0,Screenplay,Boaz Yakin
209,62695,Directing,16294.0,Director,Jonathan Demme
210,17133,Directing,15912.0,Director,Stephen Gyllenhaal
211,19848,Directing,9778.0,Director,Ice Cube
212,19848,Writing,9778.0,Writer,Ice Cube
213,1774,Directing,17087.0,Director,Michael Moore
214,30265,Camera,1357.0,Director of Photography,Christopher Doyle
215,30265,Writing,9747.0,Writer,Jean-Claude Carrière
216,30265,Directing,39819.0,Director,Wayne Wang
217,27472,Directing,26502.0,Director,Howard Deutch
218,27472,Writing,584535.0,Screenplay,Neil Simon
219,98499,Directing,17278.0,Director,Nick Gomez
220,90414,Directing,87033.0,Director,Julie Davis
221,13907,Directing,92561.0,Director,Nick Broomfield
222,24560,Directing,16376.0,Director,Larry David
223,24560,Writing,16376.0,Writer,Larry David
224,76330,Directing,22020.0,Director,Barbara Kopple
225,49474,Directing,172.0,Director,Michael Winterbottom
226,35161,Directing,229519.0,Director,Thom Fitzgerald
227,21334,Directing,110695.0,Director,Majid Majidi
228,21334,Writing,110695.0,Writer,Majid Majidi
229,37410,Directing,91343.0,Director,Hal Hartley
230,37410,Writing,91343.0,Writer,Hal Hartley
231,47481,Directing,4883.0,Director,Manuel Pradal
232,47481,Writing,4883.0,Writer,Manuel Pradal
233,23383,Directing,3359.0,Director,Laurence Olivier
234,23383,Writing,3359.0,Screenplay,Laurence Olivier
235,23383,Writing,6210.0,Novel,William Shakespeare
236,23383,Production,41400.0,Executive Producer,Herbert Smith
237,15389,Directing,78188.0,Director,Whit Stillman
238,15389,Writing,78188.0,Writer,Whit Stillman
239,1779,Directing,17087.0,Director,Michael Moore
240,1779,Production,17087.0,Producer,Michael Moore
241,1779,Writing,17087.0,Author,Michael Moore
242,20348,Directing,8300.0,Director,Kevin Reynolds
243,43037,Directing,5834.0,Director,Robert Stevenson
244,43037,Writing,5834.0,Writer,Robert Stevenson
245,43037,Writing,29533.0,Novel,Robert Louis Stevenson
246,15300,Directing,65310.0,Director,Kenny Ortega
247,77469,Directing,58689.0,Director,Neil LaBute
248,77469,Writing,58689.0,Writer,Neil LaBute
249,41469,Directing,37948.0,Director,Brad Anderson
250,41469,Writing,37948.0,Writer,Brad Anderson
251,51942,Crew,126125.0,Creator,Bill Plympton
252,51942,Directing,126125.0,Director,Bill Plympton
253,14577,Directing,72450.0,Director,Bob Saget
254,14577,Writing,77075.0,Writer,Norm Macdonald
255,14577,Writing,111745.0,Writer,Frank Sebastiano
256,38621,Directing,933.0,Director,William Nicholson
257,38621,Writing,933.0,Screenplay,William Nicholson
258,28047,Directing,33279.0,Director,Danny Cannon
259,28047,Writing,33279.0,Writer,Danny Cannon
260,52907,Directing,2636.0,Director,Alfred Hitchcock
261,223318,Directing,42974.0,Director,Troy Byer
262,37916,Directing,26265.0,Director,Lina Wertmüller
263,37916,Writing,26265.0,Writer,Lina Wertmüller
264,16384,Directing,18378.0,Director,Herbert Ross
265,16384,Writing,9248.0,Writer,Nora Ephron
266,53113,Directing,21712.0,Director,Carl Franklin
267,28134,Directing,2283.0,Director,Stanley Tucci
268,28134,Writing,2283.0,Writer,Stanley Tucci
269,43106,Directing,8929.0,Director,Charles Crichton
270,27104,Directing,72197.0,Director,Ferzan Ozpetek
271,45712,Directing,39996.0,Director,Sidney Lumet
272,45712,Writing,11147.0,Screenplay,John Cassavetes
273,45712,Writing,42745.0,Screenplay,Steve Antin
274,1618,Directing,18069.0,Director,Brian Gibson
275,1618,Writing,18910.0,Writer,Dick Clement
276,1618,Writing,38937.0,Writer,Ian La Frenais
277,1618,Production,18910.0,Executive Producer,Dick Clement
278,1618,Production,38937.0,Executive Producer,Ian La Frenais
279,125123,Writing,57631.0,Screenplay,Simon Beaufoy
280,125123,Directing,134156.0,Director,Sam Miller
281,186705,Directing,24560.0,Director,Marion Vernoux
282,27455,Directing,54827.0,Director,Dave Meyers
283,27455,Writing,65164.0,Writer,Master P
284,22826,Directing,4818.0,Director,Roberto Benigni
285,22826,Camera,15194.0,Director of Photography,Carlo Di Palma
286,84198,Directing,638550.0,Director,Kristi Jacobson
287,84198,Directing,930628.0,Director,Lori Silverbush
288,14283,Directing,78012.0,Director,François Girard
289,14283,Writing,20173.0,Writer,Don McKellar
290,14283,Writing,78012.0,Writer,François Girard
291,24137,Writing,56710.0,Screenplay,Oliver Parker
292,24137,Directing,56710.0,Director,Oliver Parker
293,24137,Writing,56712.0,Theatre Play,Oscar Wilde
294,10376,Directing,65314.0,Director,Giuseppe Tornatore
295,10376,Writing,65315.0,Screenplay,Alessandro Baricco
296,10376,Writing,65314.0,Screenplay,Giuseppe Tornatore
297,10376,Sound,1259.0,Music,Ennio Morricone
298,16158,Directing,51866.0,Director,Rick Famuyiwa
299,16158,Writing,51866.0,Screenplay,Rick Famuyiwa
300,16158,Production,1746321.0,Producer,David Gale
301,198469,Directing,24657.0,Director,Franco Zeffirelli
302,24081,Directing,12698.0,Director,Bob Clark
303,197239,Directing,923620.0,Director,Károly Makk
304,91893,Directing,68.0,Director,Fritz Lang
305,91893,Writing,68.0,Writer,Fritz Lang
306,91893,Production,67.0,Producer,Erich Pommer
307,113273,Directing,96439.0,Director,Nanette Burstein
308,113273,Directing,102109.0,Director,Brett Morgen
309,47144,Directing,1009298.0,Director,Goran Paskaljević
310,49184,Directing,148455.0,Director,Ziad Doueiri
311,49184,Writing,148455.0,Writer,Ziad Doueiri
312,17887,Directing,69300.0,Director,Gene Saks
313,17887,Writing,584535.0,Screenplay,Neil Simon
314,17887,Writing,584535.0,Theatre Play,Neil Simon
315,62994,Directing,73499.0,Director,Bruce McCulloch
316,62994,Writing,73499.0,Writer,Bruce McCulloch
317,31650,Costume & Make-Up,557.0,Costume Design,Colleen Atwood
318,31650,Directing,578.0,Director,Ridley Scott
319,31650,Writing,2357.0,Writer,Howard Franklin
320,97537,Directing,229519.0,Director,Thom Fitzgerald
321,97537,Writing,229519.0,Writer,Thom Fitzgerald
322,16162,Directing,72024.0,Director,Malcolm D. Lee
323,16162,Writing,72024.0,Writer,Malcolm D. Lee
324,31306,Directing,3131.0,Director,Antonio Banderas
325,31306,Production,58471.0,Executive Producer,James Dyer
326,31306,Production,58471.0,Unit Production Manager,James Dyer
327,94857,Directing,114629.0,Director,Philippe Mora
328,94857,Writing,114629.0,Writer,Philippe Mora
329,77915,Writing,11993.0,Screenplay,Dalton Trumbo
330,77915,Writing,13267.0,Screenplay,Michael Wilson
331,77915,Directing,13980.0,Director,Vincente Minnelli
332,20565,Directing,10781.0,Director,Michael Apted
333,27141,Directing,8246.0,Director,Barry Levinson
334,27141,Writing,8246.0,Writer,Barry Levinson
335,78256,Writing,15379.0,Novel,Graham Greene
336,78256,Directing,64114.0,Director,Edward Dmytryk
337,78256,Writing,84237.0,Screenplay,Lenore J. Coffee
338,18161,Directing,18500.0,Director,Phil Joanou
339,50116,Directing,111807.0,Director,Matthew Warchus
340,50116,Writing,9880.0,Theatre Play,Sam Shepard
341,50116,Writing,111807.0,Screenplay,Matthew Warchus
342,50116,Writing,133876.0,Screenplay,David Nicholls
343,28216,Directing,18533.0,Director,Errol Morris
344,125317,Directing,22812.0,Director,Marion Hänsel
345,48233,Directing,37236.0,Director,Santosh Sivan
346,47620,Directing,16863.0,Director,Todd Haynes
347,47620,Writing,16863.0,Writer,Todd Haynes
348,47620,Writing,115467.0,Writer,Jean Genet
349,47620,Art,56383.0,Property Master,Kelly Reichardt
350,97805,Directing,68185.0,Director,Eric Schaeffer
351,21489,Directing,7501.0,Director,Ronald Neame
352,20468,Directing,36083.0,Director,Kevin Allen
353,20468,Writing,24264.0,Writer,Craig Ferguson
354,20468,Writing,8686.0,Writer,Sacha Gervasi
355,46835,Directing,943155.0,Director,Alejandro Springall
356,77908,Production,31121.0,Producer,William Packer
357,77908,Directing,31123.0,Director,Rob Hardy
358,79515,Directing,110962.0,Director,Steven Okazaki
359,28978,Directing,13848.0,Director,Charlie Chaplin
360,28978,Writing,13848.0,Writer,Charlie Chaplin
361,36048,Directing,115226.0,Director,Eric Mendelsohn
362,36048,Writing,115226.0,Writer,Eric Mendelsohn
363,47816,Directing,65134.0,Director,DJ Pooh
364,47816,Writing,65134.0,Writer,DJ Pooh
365,14271,Production,339.0,Producer,Brian Grazer
366,14271,Production,6159.0,Producer,Ron Howard
367,14271,Directing,57328.0,Director,Barry W. Blaustein
368,14271,Production,57328.0,Producer,Barry W. Blaustein
369,14271,Writing,57328.0,Writer,Barry W. Blaustein
370,28180,Directing,99916.0,Director,Herschell Gordon Lewis
371,28180,Writing,99916.0,Writer,Herschell Gordon Lewis
372,28180,Camera,99916.0,Director of Photography,Herschell Gordon Lewis
373,28180,Production,99934.0,Producer,David F. Friedman
374,28180,Crew,99934.0,Sound Recordist,David F. Friedman
375,14280,Directing,68212.0,Director,Carroll Ballard
376,28463,Directing,27614.0,Director,Régis Wargnier
377,61178,Directing,6729.0,Director,Robert Benton
378,61178,Writing,6729.0,Writer,Robert Benton
379,31336,Directing,105752.0,Director,Benoît Mariage
380,31336,Writing,105752.0,Writer,Benoît Mariage
381,54825,Directing,7314.0,Director,Nick Park
382,103960,Directing,16938.0,Director,Renny Harlin
383,103960,Writing,16938.0,Screenplay,Renny Harlin
384,103960,Writing,5981.0,Screenplay,Markus Selin
385,17078,Directing,110695.0,Director,Majid Majidi
386,17078,Writing,110695.0,Writer,Majid Majidi
387,85689,Directing,114337.0,Director,George Fitzmaurice
388,85689,Writing,34741.0,Adaptation,Frances Marion
389,38809,Directing,56381.0,Director,James Toback
390,38809,Writing,56381.0,Writer,James Toback
391,2621,Directing,5149.0,Director,Bonnie Hunt
392,2621,Writing,5149.0,Screenplay,Bonnie Hunt
393,2621,Camera,8862.0,Director of Photography,László Kovács
394,2621,Writing,27530.0,Screenplay,Don Lake
395,125709,Directing,2283.0,Director,Stanley Tucci
396,27745,Directing,22669.0,Director,Julien Temple
397,27745,Writing,22669.0,Writer,Julien Temple
398,19600,Directing,69719.0,Director,Bruno Barreto
399,5241,Directing,42113.0,Director,Zalman King
400,5241,Writing,42113.0,Author,Zalman King
401,47295,Directing,78391.0,Director,Jon Reiss
402,28973,Directing,13848.0,Director,Charlie Chaplin
403,28973,Writing,13848.0,Writer,Charlie Chaplin
404,120077,Directing,130938.0,Director,Sergei Bodrov
405,24920,Directing,29433.0,Director,Lucio Fulci
406,24920,Writing,29433.0,Writer,Lucio Fulci
407,24920,Writing,44957.0,Writer,Dardano Sacchetti
408,24920,Production,29433.0,Producer,Lucio Fulci
409,24920,Sound,59366.0,Original Music Composer,Fabio Frizzi
410,24920,Camera,53196.0,Director of Photography,Sergio Salvati
411,23069,Directing,94787.0,Director,Joe Camp
412,38802,Directing,94787.0,Director,Joe Camp
413,38802,Writing,94787.0,Screenplay,Joe Camp
414,36724,Directing,58448.0,Director,Penelope Spheeris
415,11368,Writing,1223.0,Screenplay,Joel Coen
416,11368,Directing,1223.0,Director,Joel Coen
417,11368,Writing,1223.0,Author,Joel Coen
418,11368,Writing,1224.0,Screenplay,Ethan Coen
419,11368,Editing,1224.0,Editor,Ethan Coen
420,11368,Production,1224.0,Producer,Ethan Coen
421,11368,Sound,1225.0,Original Music Composer,Carter Burwell
422,11368,Camera,5174.0,Director of Photography,Barry Sonnenfeld
423,35936,Directing,16730.0,Director,Darrell James Roodt
424,24587,Directing,11447.0,Director,Albert Hughes
425,24587,Directing,11448.0,Director,Allen Hughes
426,31023,Directing,19842.0,Director,José Luis Cuerda
427,31023,Writing,37590.0,Screenplay,Rafael Azcona
428,31023,Writing,19842.0,Screenplay,José Luis Cuerda
429,31023,Writing,116067.0,Novel,Manuel Rivas
430,31023,Sound,19840.0,Music,Alejandro Amenábar
431,41160,Directing,59248.0,Director,Mick Davis
432,41160,Writing,59248.0,Writer,Mick Davis
433,25993,Writing,7299.0,Writer,Robert Bloch
434,25993,Writing,7299.0,Story,Robert Bloch
435,25993,Directing,26134.0,Director,Roy Ward Baker
436,16094,Writing,68215.0,Screenplay,Reginald Hudlin
437,16094,Directing,68215.0,Director,Reginald Hudlin
438,20770,Directing,59466.0,Director,Jamie Babbit
439,44490,Writing,17735.0,Writer,Mike White
440,44490,Directing,61069.0,Director,Miguel Arteta
441,47585,Directing,88391.0,Director,Jeremy Podeswa
442,47585,Writing,88391.0,Writer,Jeremy Podeswa
443,18118,Directing,18669.0,Director,J. Lee Thompson
444,18118,Writing,4066.0,Screenplay,Carl Foreman
445,18118,Writing,117421.0,Novel,Heck Allen
446,16110,Directing,113733.0,Director,Britt Allcroft
447,39473,Directing,5696.0,Director,Bruce Beresford
448,39473,Writing,5575.0,Screenplay,Akiva Goldsman
449,274868,Directing,17046.0,Director,Gary Winick
450,274868,Writing,114470.0,Writer,Polly Draper
451,23618,Directing,5281.0,Director,Spike Lee
452,23618,Writing,5726.0,Writer,Cedric the Entertainer
453,23618,Writing,82587.0,Writer,Steve Harvey
454,23618,Writing,85931.0,Writer,D. L. Hughley
455,23618,Writing,1897.0,Writer,Bernie Mac
456,23618,Production,1746321.0,Producer,David Gale
457,19150,Directing,84165.0,Director,Michael Dinner
458,19150,Writing,84165.0,Writer,Michael Dinner
459,25128,Directing,84211.0,Director,Valerie Breiman
460,25128,Writing,84211.0,Writer,Valerie Breiman
461,18153,Directing,51521.0,Director,Robert Greenwald
462,29015,Writing,15218.0,Writer,James Gunn
463,29015,Directing,35796.0,Director,Craig Mazin
464,15752,Directing,19143.0,Director,Jason Priestley
465,1485,Directing,17281.0,Director,Mike Hodges
466,1485,Writing,17281.0,Writer,Mike Hodges
467,24100,Directing,15868.0,Director,Uli Edel
468,20721,Directing,12989.0,Director,Andrew Davis
469,92603,Directing,583118.0,Director,Montxo Armendáriz
470,92603,Writing,583118.0,Writer,Montxo Armendáriz
471,26719,Directing,1255.0,Director,David Mamet
472,26719,Writing,1255.0,Screenplay,David Mamet
473,26719,Writing,96072.0,Screenplay,Jonathan Katz
474,18828,Directing,21792.0,Director,George Gallo
475,18828,Costume & Make-Up,1424894.0,Hairstylist,Camille Friend
476,18828,Production,11405.0,Producer,David Permut
477,220976,Directing,49422.0,Director,Anne De Salvo
478,220976,Writing,49422.0,Screenplay,Anne De Salvo
479,66599,Directing,42171.0,Director,Jonathan Kaplan
480,66599,Writing,57579.0,Writer,Don Roos
481,22048,Directing,31310.0,Director,Jack Hill 
482,22048,Writing,31310.0,Writer,Jack Hill 
483,17006,Directing,35689.0,Director,Keenen Ivory Wayans
484,17006,Writing,35689.0,Author,Keenen Ivory Wayans
485,37949,Sound,2949.0,Music,Alexandre Desplat
486,37949,Directing,119234.0,Director,Jean-François Laguionie
487,89992,Directing,1078833.0,Director,Kong Yeung
488,26964,Directing,56205.0,Director,Atom Egoyan
489,26964,Writing,56205.0,Writer,Atom Egoyan
490,34101,Directing,68750.0,Director,Robert Townsend
491,34101,Writing,35689.0,Writer,Keenen Ivory Wayans
492,34101,Writing,68750.0,Writer,Robert Townsend
493,32054,Directing,19665.0,Director,John Boorman
494,32054,Writing,19665.0,Writer,John Boorman
495,24828,Production,51962.0,Producer,Bill Cosby
496,24828,Writing,51962.0,Story,Bill Cosby
497,24828,Directing,66548.0,Director,Paul Weiland
498,34379,Directing,30477.0,Director,Peter Werner
499,34379,Writing,117443.0,Writer,Dick Wolf
500,121091,Directing,18355.0,Director,Alex Winter
501,121091,Writing,18355.0,Writer,Alex Winter
502,21620,Directing,122441.0,Director,Harry Sinclair
503,21620,Writing,122441.0,Writer,Harry Sinclair
504,35569,Directing,48548.0,Director,Lee Stanley
505,19513,Directing,88743.0,Director,Daniel Minahan
506,19513,Writing,88743.0,Writer,Daniel Minahan
507,62127,Directing,12964.0,Director,Michael Ritchie
508,17466,Directing,45645.0,Director,Deran Sarafian
509,17466,Writing,3893.0,Writer,David S. Goyer
510,26580,Camera,313.0,Director of Photography,Ellen Kuras
511,26580,Directing,5281.0,Director,Spike Lee
512,26580,Production,5281.0,Producer,Spike Lee
513,26580,Sound,5287.0,Music,Terence Blanchard
514,44379,Directing,6817.0,Director,Agnès Varda
515,44379,Writing,6817.0,Writer,Agnès Varda
516,26791,Directing,114925.0,Director,Richard Dutcher
517,26791,Writing,114925.0,Writer,Richard Dutcher
518,196280,Directing,3266.0,Director,Joe Mantegna
519,32590,Directing,39819.0,Director,Wayne Wang
520,32590,Writing,39819.0,Writer,Wayne Wang
521,32590,Writing,16860.0,Writer,Miranda July
522,52654,Directing,13496.0,Director,Marleen Gorris
523,38047,Directing,119493.0,Director,Shinji Aoyama
524,38047,Writing,119493.0,Writer,Shinji Aoyama
525,19494,Writing,4967.0,Screenplay,Colin Higgins
526,19494,Directing,4967.0,Director,Colin Higgins
527,19494,Costume & Make-Up,406204.0,Makeup Artist,Ve Neill
